1,www.mtk-52.ru,www.tk-52.ru,1894
2,rodnyegoroda.ru,www.facebook.com,1
3,rodnyegoroda.ru,www.instagram.com,1
4,rodnyegoroda.ru,ok.ru,1
5,rodnyegoroda.ru,vk.com,4
6,rodnyegoroda.ru,www.youtube.com,1
7,rodnyegoroda.ru,nkhstudio.ru,1
8,rodnyegoroda.ru,cdnjs.cloudflare.com,4
9,www.gazpromspartakiada.ru,www.instagram.com,1896
11,www.tksneftegaz.ru,www.lukoil.ru,1
12,www.tksneftegaz.ru,www.iso.org,1
13,www.tksneftegaz.ru,www.gazprom.ru,3
14,www.tk-52.ru,www.mtk-52.ru,16068
15,turkstream.info,www.artlebedev.com,4
16,turkstream.info,www.artlebedev.ru,2
17,turkstream.info,itunes.apple.com,3
18,turkstream.info,www.south-stream-transport.com,2
19,turkstream.info,player.vimeo.com,6
20,turkstream.info,vimeo.com,6
21,turkstream.info,www.gazprominfo.ru,1
22,turkstream.info,www.gazprom.ru,13
23,turkstream.info,www.csb.gov.tr,6
24,turkstream.info,eced.csb.gov.tr,6
25,www.gazpromavia.ru,www.gazpromnoncoreassets.ru,65
26,www.gazpromavia.ru,etpgpb.ru,65
27,www.gazpromavia.ru,www.gazprom.ru,4844
28,www.gazpromavia.ru,www.gosniiga.ru,3
29,www.gazpromavia.ru,etp.gpb.ru,130
30,www.gazpromavia.ru,electronic-visa.kdmid.ru,65
31,www.gazpromavia.ru,www.tsagi.ru,6
32,www.gazpromavia.ru,top100-images.rambler.ru,2422
34,www.gazpromavia.ru,booking.gazpromavia.ru,4844
35,www.gazpromavia.ru,eng.gazpromavia.ru,2422
36,www.gazpromavia.ru,top100.rambler.ru,2422
37,www.achimgaz.ru,www.gazprom.ru,3
38,www.achimgaz.ru,urengoy-dobycha.gazprom.ru,3
39,www.achimgaz.ru,www.wintershall.ru,3
40,www.achimgaz.ru,fakelvolley.ru,3
41,www.achimgaz.ru,xn--80aealotwbjpid2k.xn--80aze9d.xn--p1ai,3
42,www.achimgaz.ru,www.basf.com,3
43,www.achimgaz.ru,www.severneftegazprom.com,3
44,vostokgazprom.gazprom.ru,www.gazprom-energy.co.uk,267
45,vostokgazprom.gazprom.ru,shelf-dobycha.gazprom.ru,267
46,vostokgazprom.gazprom.ru,draga.ru,267
47,vostokgazprom.gazprom.ru,www.gazprom-neft.ru,267
48,vostokgazprom.gazprom.ru,geologorazvedka.gazprom.ru,267
49,vostokgazprom.gazprom.ru,blagoveshchensk-pererabotka.gazprom.ru,267
50,vostokgazprom.gazprom.ru,eco-gas.ru,267
51,vostokgazprom.gazprom.ru,proektirovanie.gazprom.ru,267
52,vostokgazprom.gazprom.ru,www.metan.by,267
53,vostokgazprom.gazprom.ru,turkstream.info,267
54,vostokgazprom.gazprom.ru,www.gazpromgeotech.ru,267
55,vostokgazprom.gazprom.ru,kuznetsk-dobycha.gazprom.ru,267
56,vostokgazprom.gazprom.ru,gazprom-agnks.ru,267
57,vostokgazprom.gazprom.ru,salavat-stroytek.gazprom.ru,267
58,vostokgazprom.gazprom.ru,n-novgorod-tr.gazprom.ru,267
59,vostokgazprom.gazprom.ru,neftegaz.ru,267
60,vostokgazprom.gazprom.ru,surgut-tr.gazprom.ru,267
61,vostokgazprom.gazprom.ru,www.gaznadzor.gazprom.ru,267
62,vostokgazprom.gazprom.ru,ecogas-auto.ru,267
63,vostokgazprom.gazprom.ru,ugs.gazprom.ru,267
64,vostokgazprom.gazprom.ru,orenburg-dobycha.gazprom.ru,267
65,vostokgazprom.gazprom.ru,gazobezopasnost.gazprom.ru,267
66,vostokgazprom.gazprom.ru,tomsk-tr.gazprom.ru,267
67,vostokgazprom.gazprom.ru,urengoy-dobycha.gazprom.ru,267
68,vostokgazprom.gazprom.ru,pererabotka.gazprom.ru,267
69,vostokgazprom.gazprom.ru,www.kgazprom.ru,267
70,vostokgazprom.gazprom.ru,noyabrsk-dobycha.gazprom.ru,267
71,vostokgazprom.gazprom.ru,krasnodar-tr.gazprom.ru,267
72,vostokgazprom.gazprom.ru,vladivostok-lng.gazprom.ru,267
73,vostokgazprom.gazprom.ru,www.invest.gazprom.ru,267
74,vostokgazprom.gazprom.ru,moek.gazprom.ru,267
75,vostokgazprom.gazprom.ru,www.sevcavnipigaz.ru,267
76,vostokgazprom.gazprom.ru,centrremont.gazprom.ru,267
77,vostokgazprom.gazprom.ru,gazpromvideo.ru,267
78,vostokgazprom.gazprom.ru,stavropol-tr.gazprom.ru,267
79,vostokgazprom.gazprom.ru,mrg.gazprom.ru,267
80,vostokgazprom.gazprom.ru,ukhta-tr.gazprom.ru,267
81,vostokgazprom.gazprom.ru,www.gazprom-football.com,267
82,vostokgazprom.gazprom.ru,spb-tr.gazprom.ru,267
83,vostokgazprom.gazprom.ru,nakubani.gazprom.ru,267
84,vostokgazprom.gazprom.ru,nadymdobycha.gazprom.ru,267
85,vostokgazprom.gazprom.ru,gazpromfakel.ru,267
86,vostokgazprom.gazprom.ru,niigazekonomika.gazprom.ru,267
87,vostokgazprom.gazprom.ru,vbashkortostane.gazprom.ru,267
88,vostokgazprom.gazprom.ru,avia.gazprom.ru,267
89,vostokgazprom.gazprom.ru,urengoy-podzemremont.gazprom.ru,267
90,vostokgazprom.gazprom.ru,www.daltransgaz.ru,267
91,vostokgazprom.gazprom.ru,gazoraspredelenie.gazprom.ru,267
92,vostokgazprom.gazprom.ru,www.yamburg-dobycha.gazprom.ru,267
93,vostokgazprom.gazprom.ru,www.gazpromviet.com,267
94,vostokgazprom.gazprom.ru,vk.com,267
95,vostokgazprom.gazprom.ru,www.gazprom.kamchatka.ru,267
96,vostokgazprom.gazprom.ru,www.gazprom.ru,286
97,vostokgazprom.gazprom.ru,www.gazprominfo.ru,267
98,vostokgazprom.gazprom.ru,www.mosenergo-museum.ru,267
99,vostokgazprom.gazprom.ru,saratov-tr.gazprom.ru,267
100,vostokgazprom.gazprom.ru,investproekt.gazprom.ru,267
33,www.gazpromavia.ru,www.gazpromavia.ru,2658
101,vostokgazprom.gazprom.ru,krasnodar-dobycha.gazprom.ru,267
102,vostokgazprom.gazprom.ru,georesurs.gazprom.ru,267
103,vostokgazprom.gazprom.ru,inform.gazprom.ru,267
104,vostokgazprom.gazprom.ru,www.artlebedev.ru,2
105,vostokgazprom.gazprom.ru,polyanaski.ru,267
106,vostokgazprom.gazprom.ru,vniigaz.gazprom.ru,267
107,vostokgazprom.gazprom.ru,www.myenergy.ru,267
108,vostokgazprom.gazprom.ru,gazpromspartakiada.ru,269
109,vostokgazprom.gazprom.ru,www.achimgaz.ru,267
110,vostokgazprom.gazprom.ru,www.gazsvyaz.ru,267
111,vostokgazprom.gazprom.ru,www.lazurnaya.ru,267
112,vostokgazprom.gazprom.ru,www.gazpromexport.ru,267
113,vostokgazprom.gazprom.ru,www.tk-52.ru,267
114,vostokgazprom.gazprom.ru,www.tgc1.ru,267
115,vostokgazprom.gazprom.ru,twitter.com,266
116,vostokgazprom.gazprom.ru,ekaterinburg-tr.gazprom.ru,267
117,vostokgazprom.gazprom.ru,www.gazprom-transservice.ru,267
118,vostokgazprom.gazprom.ru,orenburg-podzemremont.gazprom.ru,267
119,vostokgazprom.gazprom.ru,spetsgazavtotrans.gazprom.ru,267
120,vostokgazprom.gazprom.ru,krasnoyarskgazprom-ngp.gazprom.ru,267
121,vostokgazprom.gazprom.ru,www.gazprominvestholding.ru,267
122,vostokgazprom.gazprom.ru,www.gazpromcapital.ru,267
123,vostokgazprom.gazprom.ru,telecom.gazprom.ru,267
124,vostokgazprom.gazprom.ru,www.kosmos.gazprom.ru,267
125,vostokgazprom.gazprom.ru,www.severneftegazprom.com,267
126,vostokgazprom.gazprom.ru,chechengazprom.gazprom.ru,267
127,vostokgazprom.gazprom.ru,www.intergazcert.ru,267
128,vostokgazprom.gazprom.ru,rodnyegoroda.ru,267
129,vostokgazprom.gazprom.ru,www.petrochrom.ru,267
130,vostokgazprom.gazprom.ru,www.livejournal.com,266
131,vostokgazprom.gazprom.ru,spb-lng.gazprom.ru,267
132,vostokgazprom.gazprom.ru,astrakhandobycha.gazprom.ru,267
133,vostokgazprom.gazprom.ru,sotsinvest.gazprom.ru,267
134,vostokgazprom.gazprom.ru,komplektatsiya.gazprom.ru,267
135,vostokgazprom.gazprom.ru,okhrana.gazprom.ru,267
136,vostokgazprom.gazprom.ru,mosenergo.gazprom.ru,267
137,vostokgazprom.gazprom.ru,www.tchaikovsky-tr.gazprom.ru,267
138,vostokgazprom.gazprom.ru,yugorsk-tr.gazprom.ru,267
139,vostokgazprom.gazprom.ru,trans.gazprom.ru,267
140,vostokgazprom.gazprom.ru,www.ogk2.ru,267
141,vostokgazprom.gazprom.ru,moskva-tr.gazprom.ru,267
142,vostokgazprom.gazprom.ru,kazan-tr.gazprom.ru,267
143,vostokgazprom.gazprom.ru,tksneftegaz.ru,267
144,vostokgazprom.gazprom.ru,flot.gazprom.ru,267
145,vostokgazprom.gazprom.ru,www.gazprom-gmt.ru,267
146,vostokgazprom.gazprom.ru,gazpromenergo.gazprom.ru,267
147,vostokgazprom.gazprom.ru,makhachkala-tr.gazprom.ru,267
148,vostokgazprom.gazprom.ru,www.gazpromvacancy.ru,267
149,vostokgazprom.gazprom.ru,salavat-neftekhim.gazprom.ru,267
150,vostokgazprom.gazprom.ru,ca.gazprom.ru,267
151,vostokgazprom.gazprom.ru,samara-tr.gazprom.ru,267
152,vostokgazprom.gazprom.ru,www.nord-stream2.com,267
153,vostokgazprom.gazprom.ru,www.nord-stream.com,267
154,vostokgazprom.gazprom.ru,zakupki.gazprom.ru,1
155,vostokgazprom.gazprom.ru,www.gazprom-bs.ru,267
156,vostokgazprom.gazprom.ru,irkutsk-dobycha.gazprom.ru,267
157,vostokgazprom.gazprom.ru,gazprompolus.ru,267
158,vostokgazprom.gazprom.ru,www.mtk-52.ru,267
159,vostokgazprom.gazprom.ru,ufa-tr.gazprom.ru,267
160,vostokgazprom.gazprom.ru,www.gazpromexpo.ru,267
161,vostokgazprom.gazprom.ru,www.vrpp.ru,267
162,vostokgazprom.gazprom.ru,www.gazpromnoncoreassets.ru,268
163,vostokgazprom.gazprom.ru,www.gasoil.ru,267
164,vostokgazprom.gazprom.ru,volgograd-tr.gazprom.ru,267
165,vostokgazprom.gazprom.ru,energoholding.gazprom.ru,267
166,www.gasoil.ru,www.mrbunker.ru,1
167,www.gasoil.ru,www.ngvrus.ru,1
168,www.gasoil.ru,www.cryogas.ru,1
169,www.gasoil.ru,www.linde-gas.ru,1
170,www.gasoil.ru,www.gazpromlpg.ru,1
171,www.gasoil.ru,www.sever-invest.gazprom.ru,1
172,www.gasoil.ru,www.bauer-kompressoren.de,1
173,www.gasoil.ru,www.osgink.ru,1
174,www.gasoil.ru,www.gaztechleasing.ru,1
175,www.gasoil.ru,www.gazprom-neft.ru,1
176,www.gasoil.ru,www.ge.com,1
177,www.gasoil.ru,www.gazo.ru,1
178,www.gasoil.ru,www.ngvi.co.kr,1
179,www.gasoil.ru,www.ebconline.org,1
180,www.gasoil.ru,www.gazpromexport.com,1
181,www.gasoil.ru,www.gazprombank.ru,1
182,www.gasoil.ru,www.gazprom-mt.com,1
183,www.gasoil.ru,www.lentransgas.ru,1
184,www.gasoil.ru,www.san-yug.ru,1
185,www.gasoil.ru,etpgpb.ru,1
186,www.gasoil.ru,etp.gpb.ru,2
